iter	Logloss
644	0.08035961986
645	0.08027783036
646	0.08023935556
647	0.08006551266
648	0.08001405001
649	0.07996302843
650	0.07971186638
651	0.07967071533
652	0.07963240147
653	0.07955312133
654	0.07933846712
655	0.07907288074
656	0.07890400887
657	0.07874952555
658	0.07840899229
659	0.0780749321
660	0.07802246809
661	0.07798759937
662	0.07791029215
663	0.07782617807
664	0.07767511606
665	0.07763571143
666	0.07736026049
667	0.07731380463
668	0.07709958553
669	0.07671419978
670	0.07667038441
671	0.07662631273
672	0.07643131018
673	0.07628766298
674	0.07616173029
675	0.07604886889
676	0.07600878477
677	0.07596276402
678	0.07575021982
679	0.07542310953
680	0.07537786961
681	0.07533887029
682	0.07516044378
683	0.07511280775
684	0.074889189
685	0.07477970123
686	0.07460284829
687	0.07437388897
688	0.07433612347
689	0.07429265976
690	0.07408531904
691	0.07388372421
692	0.07384647131
693	0.07380312681
694	0.07355176806
695	0.07331374288
696	0.0732740283
697	0.07323721647
698	0.07314264178
699	0.0731066823
700	0.07280894518
701	0.07246217132
702	0.07242798209
703	0.07239388227
704	0.07235841155
705	0.07231713533
706	0.07212693691
707	0.07188871503
708	0.07185429335
709	0.07181376219
710	0.07164739966
711	0.07161334753
712	0.07156910896
713	0.07135608792
714	0.07103898525
715	0.07100518346
716	0.07093952894
717	0.07090030909
718	0.07084212303
719	0.07057567835
720	0.07038742304
721	0.07020241022
722	0.06997834444
723	0.0699385047
724	0.06981691122
725	0.06963390112
726	0.06959583759
727	0.06953988671
728	0.06950817704
729	0.0692905426
730	0.06922713518
731	0.0689999938
732	0.06894751787
733	0.06891032457
734	0.06887300014
735	0.06884381175
736	0.06881257296
737	0.06867511868
738	0.06844699979
739	0.06841667891
740	0.06838755608
741	0.06817951202
742	0.06814917922
743	0.06793011427
744	0.06770807505
745	0.06767792702
746	0.06761840582
747	0.06743113399
748	0.06740128398
749	0.06737206578
750	0.06734238863
751	0.06713026166
752	0.06682466865
753	0.06665555835
754	0.06656787395
755	0.06653319597
756	0.06650485992
757	0.06629323363
758	0.06623449922
759	0.0660225749
760	0.06597173214
761	0.06567533612
762	0.06547308564
763	0.06527131796
764	0.06511254311
765	0.06508491039
766	0.0650511682
767	0.06497139931
768	0.06489296556
769	0.06486569047
770	0.06457612514
771	0.06445112228
772	0.06425463557
773	0.06415141821
774	0.06395454407
775	0.06371839046
776	0.06369109154
777	0.06366480589
778	0.06363816261
779	0.06358270645
780	0.06355633736
781	0.0635304749
782	0.06339003444
783	0.06333514452
784	0.06318120956
785	0.06315516233
786	0.06312294006
787	0.06309128404
788	0.06290265322
789	0.06276477575
790	0.0625685811
791	0.06254318357
792	0.06235803366
793	0.06233330965
794	0.06216614246
795	0.06214114428
796	0.06211657524
797	0.06209168434
798	0.06206067204
799	0.06187960505
