iter	Logloss
114	0.239462719
115	0.2376786232
116	0.2363925743
117	0.2350477982
118	0.233998909
119	0.2316466904
120	0.2301445961
121	0.2288077164
122	0.2273562431
123	0.2253841019
124	0.2236636353
125	0.2223573685
126	0.2210650635
127	0.2200144577
128	0.21841259
129	0.2177331161
130	0.2157052231
131	0.2144173813
132	0.2125584793
133	0.2114199448
134	0.2097090149
135	0.2088130569
136	0.20810009
137	0.2064785767
138	0.2051082611
139	0.2033758163
140	0.2014987183
141	0.2003440094
142	0.1991270638
143	0.1981377411
144	0.1972348785
145	0.1961009979
146	0.1951255417
147	0.1941371155
148	0.192752037
149	0.192032814
150	0.1909852409
151	0.1896052551
152	0.1889019203
153	0.1875115395
154	0.1867874908
155	0.185418644
156	0.1844068527
157	0.1833227539
158	0.1826176262
159	0.1820763779
160	0.1807674408
161	0.1798573303
162	0.1787081528
163	0.1776200485
164	0.1763452339
165	0.1753606987
166	0.1741900635
167	0.173309288
168	0.1726458359
169	0.1714839554
170	0.1704492569
171	0.168623085
172	0.1678508759
173	0.1665370941
174	0.1659974861
175	0.1650873947
176	0.1641514397
177	0.1635457611
178	0.1628488541
179	0.1623079109
180	0.1607096863
181	0.159474678
182	0.159000349
183	0.1581335926
184	0.1574113274
185	0.1566910553
186	0.1560664749
187	0.155274744
188	0.1540871334
189	0.1536344337
190	0.1526486015
191	0.1517013931
192	0.1505229473
193	0.1495467377
194	0.1486374283
195	0.1473663902
196	0.1462839794
197	0.1457031155
198	0.1449997234
199	0.1440698719
200	0.1432746506
201	0.1422895432
202	0.1412000275
203	0.140649538
204	0.1399765778
205	0.1391417313
206	0.1384558678
207	0.137600708
208	0.1366745186
209	0.1360140896
210	0.1352199364
211	0.1342008114
212	0.1335100555
213	0.1329323006
214	0.13234272
215	0.1314960289
216	0.1307178402
217	0.1299424744
218	0.1291886711
219	0.1283791733
220	0.1277388
221	0.127298584
222	0.1265946007
223	0.1260819912
224	0.1254403687
225	0.1248370457
226	0.1240123177
227	0.1234467125
228	0.1228437805
229	0.1220460224
230	0.1216381454
231	0.1210909748
232	0.1205881596
233	0.1200265694
234	0.1192714787
235	0.1187092018
236	0.118324337
237	0.1176665401
238	0.1169236374
239	0.1159453201
240	0.115171051
241	0.1146094513
242	0.1136300278
243	0.1128160286
244	0.1124258804
245	0.1118436146
246	0.1111715698
247	0.1101762199
248	0.1096423054
249	0.108965559
250	0.1081646156
251	0.1077658653
252	0.1070911217
253	0.106600647
254	0.1056611633
255	0.1048493385
256	0.1043608284
257	0.1037988949
258	0.1031435013
259	0.1026141071
260	0.1020138645
261	0.1013394356
262	0.1009171295
263	0.1002244854
264	0.09983054161
265	0.09944131851
266	0.09891285896
267	0.0982714653
268	0.09782763481
269	0.09716970444
270	0.096632061
271	0.09617713928
272	0.09549634933
273	0.09506515503
274	0.09455703735
275	0.09406046867
276	0.09365131378
277	0.09322366714
278	0.09260574341
279	0.09217567444
280	0.09187005997
281	0.09130784988
282	0.09089668274
283	0.090399189
284	0.08982476234
285	0.08928520203
286	0.08889497757
287	0.08825455666
288	0.08770546913
289	0.08716296196
290	0.08661375046
291	0.08634532928
292	0.08601900101
293	0.08541996002
294	0.0850450325
295	0.08468914032
296	0.08413022041
297	0.08376831055
298	0.08330797195
299	0.08267465591
300	0.08218090057
301	0.08155820847
302	0.08130246162
303	0.08075193405
304	0.08010526657
305	0.07970777988
306	0.07938108921
307	0.07884395599
308	0.0784895277
309	0.07816033363
310	0.07787382126
311	0.07736668587
312	0.07707607746
313	0.07657273293
314	0.07622083664
315	0.07579231262
316	0.0754856205
317	0.07516771317
318	0.07483854294
319	0.07454770088
320	0.07413646221
321	0.07374145031
322	0.0735040617
323	0.07302864075
324	0.0726140213
325	0.0723540163
326	0.07188090801
327	0.07163864613
328	0.07135621071
329	0.0711191082
330	0.07087581635
331	0.07057707787
332	0.07042281628
333	0.06996643543
334	0.06951409817
335	0.06926840782
336	0.06907034874
337	0.06879703522
338	0.06844180107
339	0.0681384182
340	0.06778136253
341	0.06738770962
342	0.06712808609
343	0.06682668686
344	0.06663087845
345	0.06636806488
346	0.06590487957
347	0.06558253288
348	0.06520604134
349	0.06490731716
350	0.06462874413
351	0.06434885025
352	0.06414936066
353	0.06391552448
354	0.06366734028
355	0.06328253269
356	0.06289078712
357	0.06261613846
358	0.06229301453
359	0.06187724113
360	0.06161255836
361	0.06128876686
362	0.06097928047
363	0.06076717377
364	0.06058682919
365	0.06029953957
366	0.05995848656
367	0.05970637321
368	0.05942059517
369	0.05907691956
370	0.05881367207
371	0.0586079216
372	0.05841253281
373	0.05813750744
374	0.0578608036
375	0.05768781662
376	0.05751177788
377	0.05718051434
378	0.05681763649
379	0.05659622669
380	0.05640332222
381	0.0561425066
382	0.05588470459
383	0.0555322361
384	0.05524214268
385	0.05493020058
386	0.05471618176
387	0.05446024895
388	0.05429545403
389	0.05406320572
390	0.0537828207
391	0.05361190319
392	0.05337046146
393	0.0531815815
394	0.05296853065
395	0.05272928238
396	0.05249150753
397	0.05222565651
398	0.05203897953
399	0.05182757378
